JNAME,P0,DM
J2329+16,0.632100,31.00
J2329+4743,0.728409,44.01
J2330-2005,1.643622,8.46
J2333+20,2.291100,12.00
J2333+6145,0.756899,125.00
J2333-5526,0.002102,19.93
J2336-01,1.029800,19.60
J2337+6151,0.495370,58.41
J2338+4818,0.118710,35.30
J2339-0533,0.002884,8.72
J2340+08,0.303300,24.00
J2343+6221,1.799000,116.60
J2346-0609,1.181463,22.61
J2347+02,1.383470,15.00
J2350+31,0.508100,39.14
J2351+6500,1.164883,154.29
J2351+8533,1.011727,38.20
J2352+65,1.164000,152.70
J2354+6155,0.944784,94.66
J2354-2250,0.557996,9.90
J2355+0051,0.003719,11.15
J2355+04,0.958000,13.00
J2355+1523,1.094396,26.00
J2355+2246,1.840986,23.10
